job_id,model,skill_count,hard_skill_count,soft_skill_count,knowledge_count,avg_confidence,bloom_remember,bloom_understand,bloom_apply,bloom_analyze,bloom_evaluate,bloom_create,bloom_na,coverage_pct,confidence_vh,confidence_h,confidence_mh,confidence_m,confidence_ml,confidence_l,confidence_vl
in-1ff77799c8c16660,JobBERT,2,2,0,0,0.7031249054079272,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0
in-1ff77799c8c16660,GPT,3,2,1,0,0.6845544686386097,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0
in-1ff77799c8c16660,Hybrid,4,3,1,0,0.661813171205881,0,0,3,0,0,0,1,0.010258926972842959,1,0,0,1,1,1,0
in-8b20bbf16019e5c1,GPT,6,0,6,0,0.5672441280000001,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0
in-8b20bbf16019e5c1,Hybrid,6,0,6,0,0.5672441280000001,0,0,0,0,0,0,6,0.0,0,0,0,0,6,0,0
in-c6260e808dfcf870,GPT,3,0,3,0,0.604806528,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
in-c6260e808dfcf870,Hybrid,3,0,3,0,0.604806528,0,0,0,0,0,0,3,0.0,0,0,0,3,0,0,0
in-08bda50c77b08f46,GPT,4,0,4,0,0.5974072992,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0
in-08bda50c77b08f46,Hybrid,4,0,4,0,0.5974072992,0,0,0,0,0,0,4,0.0,0,0,0,1,3,0,0
in-e60f7f8e30553e08,GPT,3,3,0,3,0.64567369728,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0
in-e60f7f8e30553e08,Hybrid,3,3,0,3,0.64567369728,0,0,1,0,0,2,0,0.05383543542604802,0,0,0,2,1,0,0
in-f8982109357c56e0,GPT,3,2,1,3,0.55920112704,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0
in-f8982109357c56e0,Hybrid,3,2,1,3,0.55920112704,0,0,1,1,0,0,1,0.1418634072209878,0,0,0,2,0,1,0
in-ea2cd0b0c6f52f4f,GPT,3,3,0,4,0.6512757603840001,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0
in-ea2cd0b0c6f52f4f,Hybrid,3,3,0,4,0.6512757603840001,0,0,2,0,0,1,0,0.0,0,0,0,3,0,0,0
in-26af18a0c573f667,JobBERT,4,3,1,0,0.7576125068510223,0,0,2,1,0,0,1,0,1,1,0,2,0,0,0
in-26af18a0c573f667,GPT,2,0,2,0,0.7315589179089169,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
in-26af18a0c573f667,Hybrid,5,3,2,0,0.6461815863039798,0,0,2,1,0,0,2,0.0075053311094815025,1,0,0,2,0,2,0
in-6e0bef22111034dc,GPT,4,2,2,3,0.58100654016,0,0,1,1,0,1,1,0,0,0,0,2,1,1,0
in-6e0bef22111034dc,Hybrid,4,2,2,3,0.58100654016,0,0,1,1,0,1,1,0.08570214643130789,0,0,0,2,1,1,0
in-aff3b59d34df3979,GPT,5,4,1,0,0.607024410624,0,0,3,0,0,1,1,0,0,0,0,3,1,1,0
in-aff3b59d34df3979,Hybrid,5,4,1,0,0.607024410624,0,0,3,0,0,1,1,0.08264339909250273,0,0,0,3,1,1,0
in-083ac975933f3cb9,JobBERT,2,2,0,0,0.5833225125000001,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
in-083ac975933f3cb9,GPT,3,0,3,0,0.603042336,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0
in-083ac975933f3cb9,Hybrid,4,1,3,0,0.5553908252206841,0,0,1,0,0,0,3,0.02467697354331134,0,0,0,1,2,1,0
in-9f46d4765e1e5db4,GPT,1,0,1,0,0.60086304,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
in-9f46d4765e1e5db4,Hybrid,1,0,1,0,0.60086304,0,0,0,0,0,0,1,0.0,0,0,0,1,0,0,0
in-879b2fe47e1fbc66,JobBERT,3,3,0,0,0.8057620102916667,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0
in-879b2fe47e1fbc66,GPT,4,1,3,1,0.6601891848,0,0,0,1,0,0,3,0,0,0,1,3,0,0,0
in-879b2fe47e1fbc66,Hybrid,6,3,3,1,0.67144580145,0,0,1,1,1,0,3,0.11790192033636276,1,0,0,4,0,1,0
in-b743930ff16064e7,GPT,1,0,1,5,0.5705694720000001,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
in-b743930ff16064e7,Hybrid,1,0,1,5,0.5705694720000001,0,0,0,0,0,0,1,0.11867667185632809,0,0,0,0,1,0,0
in-66b97dc6ae697ac9,JobBERT,3,3,0,0,0.7010071242722599,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0
in-66b97dc6ae697ac9,GPT,3,3,0,0,0.6343659194214067,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0
in-66b97dc6ae697ac9,Hybrid,5,5,0,0,0.6214994332257328,0,0,4,1,0,0,0,0.019805330250206588,1,0,0,0,2,2,0
