job_id,date_posted,total_components,covered_components,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,avg_skill_confidence,avg_knowledge_confidence,missing_components_count
in-1ff77799c8c16660,,19,1,0.010258926972842959,0.010258926972842959,0.0,0.661813171205881,0.0,18
in-8b20bbf16019e5c1,,19,0,0.0,0.0,0.0,0.5672441280000001,0.0,19
in-c6260e808dfcf870,,19,0,0.0,0.0,0.0,0.604806528,0.0,19
in-08bda50c77b08f46,,19,0,0.0,0.0,0.0,0.5974072992,0.0,19
in-9c56a08563d056f0,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-63f669715089b1d1,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-e60f7f8e30553e08,,19,3,0.05383543542604802,0.01575121642206949,0.038084219003978535,0.64567369728,0.75,16
in-f8982109357c56e0,,19,5,0.1418634072209878,0.04271828648560941,0.1418634072209878,0.55920112704,0.8249762975474199,14
in-ea2cd0b0c6f52f4f,,19,0,0.0,0.0,0.0,0.6512757603840001,0.75,19
in-26af18a0c573f667,,19,1,0.0075053311094815025,0.0075053311094815025,0.0,0.6461815863039798,0.0,18
in-6e0bef22111034dc,,19,5,0.08570214643130789,0.015268694803877709,0.07043345162743019,0.58100654016,0.75,14
in-1d2c80ce481cb11f,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-aff3b59d34df3979,,19,5,0.08264339909250273,0.08264339909250273,0.0,0.607024410624,0.0,14
in-42b2f9911c525537,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-cd0b808434c4f92d,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-083ac975933f3cb9,,19,2,0.02467697354331134,0.02467697354331134,0.0,0.5553908252206841,0.0,17
in-9f46d4765e1e5db4,,19,0,0.0,0.0,0.0,0.60086304,0.0,19
in-879b2fe47e1fbc66,,19,5,0.11790192033636276,0.11790192033636276,0.0,0.67144580145,0.75,14
in-b743930ff16064e7,,19,6,0.11867667185632809,0.0,0.11867667185632809,0.5705694720000001,0.75,13
in-3d878553075cff9f,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-66b97dc6ae697ac9,,19,2,0.019805330250206588,0.019805330250206588,0.0,0.6214994332257328,0.0,17
in-3787ada24baceced,,19,5,0.13973761709993965,0.0,0.13973761709993965,0.0,0.824128649165233,14
in-35bde22582c02ec9,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-5986e2e416ec3ef2,,19,2,0.016065816565240896,0.016065816565240896,0.0,0.5790532404377838,0.0,17
in-76bdc299da84b00b,,19,0,0.0,0.0,0.0,0.608334912,0.0,19
in-dcd8dd1044f2926f,,19,0,0.0,0.0,0.0,0.6633567104304228,0.7902500045001507,19
in-c07071dff55c7f74,,19,1,0.020211544162348702,0.0,0.020211544162348702,0.0,0.75,18
in-04d821a61bf4f3f8,,19,3,0.0629914680377639,0.0388579539007536,0.06070959505281952,0.6059065536000001,0.75,16
